 APARTAMENTO EN RENTA ZONA 10 - 114mts2 IQ10,Zona 10 ,"$1,350 ","APARTAMENTO EN RENTA IQ1015 avenida 16-37 zona 10Construcción 114mts2 - Nivel 162 Parqueos individualesSala, comedor, cocina con ... "
" Apartamento en renta, en Kanajuyu zona 16 Ref-2889",Guatemala City ,"Q6,500 ","Apartamento en renta, en Kanajuyu zona 16 Ref-2889DESCRIPCION:-A 5 minutos de Cayala-Un complejo habitacional dentro de un área de bosque y ... "
 Rento Apartamento en Kanajuyu zona 16 Ref-2890,Guatemala City ,"Q6,500 ","Rento Apartamento, en Kanajuyu zona 16 Ref-2890104mts distribuidos asi79mts² de apartamento25mts² de parqueosDESCRIPCION:-A 5 minutos de ... "
 Apartamento en renta con habitación de servicio en zona 16 Ref-3005,Guatemala City ,"$1,200 ","Apartamento en renta con habitación de servicio en zona 16 Ref-3005DESCRIPCION -Habitacion principal con walk in closet, baño y balcon -2 ... "
" Apartamento en renta, en zona 14 Ref-2903",Guatemala City ,$900.00 ,"Apartamento en renta, en zona 14 Ref-2903° 92 Mts2° Nivel Alto° 3 Habitaciones° 1 Habitación principal con WC y baño completo° 2 ... "
" Apartamento En Renta Edificio María Fernanda Sector La Villa, Zona 14",Guatemala City ,$850.00 ,"Apartamento En Renta Edificio Maria Fernanda Sector La Villa, Zona 14Descripcion Apartamento:130 mts23 HabitacionesSalaComedorCocina ... "
" Apartamento en renta Amueblado Edificio Un Cuarto VH I, Zona 15",Guatemala City ,"Q5,500 ","Apartamento En Renta Amueblado Edificio Un Cuarto Vista Hermosa I Colonia el Maestro, Zona 15.Disponible apartir del 1 de noviembreDescripción ... "
,,,
" Apartamento En Renta Condominio Torres Vilaflor, Zona 16",Guatemala City ,$850.00 ,"Apartamento En Renta Condominio Torres Vilaflor, Zona 16Boulevard principal Kanajuyu, A 5 minutos de Cayalá.Un complejo habitacional dentro de un ... "
,,,
" Apartamento en Renta Edificio Aoki, Zona 14, La Villa",Guatemala City ,$850.00 ,"Apartamento en Renta Edificio Aoki, Zona 14, La VillaDescripcion:62.75Mts construccion4to. nivel1 Habitación1 Desayunador1 Sala1.5 ... "
 RENTO APARTAMENTO EN VALLES DE VISTA HERMOSA ZONA 15 EDIFICIO REMBRANDT,Zona 15 ,"Q5,200 ",Sala y comedor ampliosCocina con gabinetes2 Habitaciones2 BañosDormitorio de servicio completo1 ParqueoNo hay elevadorPrecio de renta ... 
" Apartamento en renta zona15, edificio Piccolo, llámanos .",Zona 15 ,"Q6,000 ","Apartamento en renta Semi - amueblado, 2 habitaciones,2 Baños , 1 parqueo, sala, comedor, cocina equipada. Edificio cercano al hospital el pilar . "
 COLONIA ZONA 7 QUINTA SAMAYOA,Zona 11 ,"Q2,500 ","APARTAMENTO sala, cocina comedor 3 dormitorios Baño patio techado (pila ) sin ´parqueo. **** en 3 nivel***** "
 ALQUILER APARTAMENTO AMUEBLADO EN ZONA 10 / ACODI,Zona 10 ,"$1,700 ",– Área de construcción: 161 m2– Sala– Comedor– Cocina– Sala familiar– Baño de visitas– Dormitorio de servicio con baño– 3 ... 
,,,
" ALQUILER APARTAMENTO EN VISTA HERMOSA I, ZONA 15 / ACODI",Zona 15 ,$725.00 ,"– Área de construcción: 99 m2– Sala / comedor– Cocina con gabinetes (fregadero, estufa y refrigeradora)– Dormitorio de servicio (o ... "
" APARTAMENTO EN RENTA ZONA 10, EDIFICIO PARQUE 10",Carretera a El Salvador ,$900.00 ,"APARTAMENTO EN RENTA ZONA 10, EDIFICIO PARQUE 1058 m2 de construcción / 2 habitaciones / 2 baños / 1 parqueo / Balcón / Área de lavandería / ... "
 RENTO APARTAMENTO AMUEBLADO Y EQUIPADO EN TORRENOVA ZONA 13,Zona 13 ,"Q5,500 ","SalaComedorCocina con gabinetes y línea blanca1 Habitación1 Baño1 ParqueoAmenidades del edificioParqueo de visitas, área infantil, ... "
 RENTO APARTAMENTO AMUEBLADO Y EQUIPADO EN SHIFT CAYALA ZONA 16,Zona 16 ,"Q6,950 ",Exclusiva ubicación de esquinaNO se aceptan mascotas47 metros cuadrados1 Parqueo techadoSalaCocina equipada con desayunador1 Dormitorio con ... Ver más
 RENTO APARTAMENTO AMUEBLADO Y EQUIPADO EN EDIFICIO VIVO 4 EN ZONA 4,Zona 4 ,"Q5,830 ","Vía 1, 24 Calle, Zona 4, Guatemala38.24 m² De construcción1 Habitación1 Baño CompletoCamaSmart TV 50”ClosetCortinas Eléctricas ... Ver más"
" Apartamento en alquiler de 3 habitaciones en zona 16, cercano a Cayalá y al colegio Inter Americano",Zona 16 ,"$1,300 ","Apartamento en alquiler de 3 habitaciones en zona 16, cercano a Cayalá y al colegio Inter AmericanoEdificio con espectacular vista al bosque a 5 ... "
" Apartamento en renta, Zona 16 Acantos de Cayalá",Zona 16 ,"$3,000 (Rebajado 9%)",Apartamento en alquiler Acantos de Cayalá zona 16 con Diseño moderno contemporáneo con acabados de lujo rodeado de naturaleza y extrema seguridad y ... 
" Apartamento en renta zona 16, Zen Cayalá 3 habitaciones amueblado",Zona 16 ,"$2,800 ",Edificio exclusivo en la zona a 2 minutos de ciudad CayaláRenta de apartamento en zona 16 Cayalá frente a la embajada de Estados ... 
" Alquilo Apartamento para Estrenar!!! de 3 habitaciones, en Edificio Loira, Mariscal, zona 11",Zona 11 ,"Q5,500 ","NUEVO PARA ESTRENAR, con 70mts2. De Construcción y cuenta con:– 3 Dormitorios– 2 Baños Completos– Sala– Comedor– Cocina con ... "
,,,
" Alquilo lindo apartamento en el Centro Histórico, negociable",Zona 1 ,"Q2,300 (Rebajado 8%)","Alquilo apartamento en el Centro Histórico, el apartamento cuenta con todos los servicios básicos, incluyendo extracción de basura y cable. El ... "
,,,
 RENTO APARTAMENTO AMUEBLADO EN ZONA 10 EDIFICIO MIRA,Zona 10 ,"$1,300 ",99 m²2 Dormitorios el principal con walking closet y bañoBaño de visitas completoSala con balcónComedorCocina equipada con Línea blanca ... 
 Alquilo Apartamento en Zona 15,Zona 15 ,$775.00 ,"APARTAMENTO DE 75 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 75 m2 de construcción* 2 Habitaciones* 2 Baños* 1 ParqueoHabitación 1: Baño, ... Ver más"
 Apartamento amueblado para una señorita en La Floresta Zona 7,Zona 7 ,"Q1,600 ","Bonito apartamento amueblado para una señorita en La Floresta Z. 7 ,un dormitorio, bano, cocineta , jardincito , paqueo,agua caliente, otros ... "
 Aquilo primer nivel,Zona 11 ,"Q3,500 ","Primer nivel de residencia en colonia privada, 3 dormitorios, servicio, 2 salas, patio. Parqueo en la calle. SOLO adultos, o familia de 3. sin ... "
 Apartamento 3 Habitaciones La Villa Zona 14,Zona 14 ,$875.00 (Rebajado 3%),*Disponible a partir del mes de Mayo° 92 Mts2° Nivel Alto° 3 Habitaciones° 1 Habitación principal con WC y baño completo° 2 ... 
,,,
 Apartamento en renta en Villa Tiepolo Km. 18.5 Carretera a El Salvador,Fraijanes ,"Q3,700 ",Cuenta con:75 m2Sala - comedorCocina con refrigerador y cooktop2 habitaciones1 baño2 parqueos tandemÁrea de lavanderia (no tiene ... 
 Se alquila habitación con baño privado en zona 1,Zona 1 ,"Q1,050 ",Ideal para una persona sola y trabajadora que busque privacidadAgua caliente.Agua las 24 horas ya que contamos con cisterna.Ubicado en el centro ... 
 Apartamento en renta zona 14,Zona 14 ,"$2,000 ","Sala comedor cocina con desayunadorAmplio balcónLavanderíaDormitorio de servicioSala familiarDormitorio principal con baño, w/closet y ... "
 RENTO LINDO APARTAMENTO AMUEBLADO EN AURORA ZONA 13,Zona 13 ,"Q3,000 ","Cercano al aeropuerto. Colonia bastante segura con garita, parques recreativos y canchas polideportivas.1 Habitación, sala, cocina, baño con ducha ... "
 Alquilo Apartamento en Zona 16,Zona 16 ,"$1,200 ","APARTAMENTO DE 185 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 16* 185 m2 de construcción* 2 Habitaciones* 3.5 Baños* 2 ParqueosHabitación 1: ... "
 Alquilo Apartamento en Zona 15,Zona 15 ,$975.00 ,"APARTAMENTO DE 110 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 110 m2 de construcción* 2 Habitaciones* 2 ParqueosHabitación 1: Baño, ... "
 Alquilo Apartamento en Zona 16,Zona 16 ,$584.00 ,"APARTAMENTO DE 55 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 16* 55 m2 de construcción* 1 Habitación* 1 Baño* 1 ParqueoHabitación 1: ... "
 Alquilo Apartamento en Zona 16,Zona 16 ,$770.00 ,"APARTAMENTO DE 73 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 16* 73 m2 de construcción* 3 Habitaciones* 1 Baño* 2 ParqueosHabitación 1: ... "
 Apartamento en zona 16,Zona 16 ,"Q3,500 ",Consta de sala comedor cocina baño una habitación con balcón con pergola y parqueo 
,,,
" Renta Apartamento San Lazaro, la Solana.",Zona 15 ,"$1,000.00 ","2 nivelDescripción:2 dormitorios amplios con closets de pared a paredSobre área verde, linda vista2 bañosSala y comedor grandesCocina ... "
,,,
 RENTO APARTAMENTO EN PETAPOLIS ZONA 12,Zona 12 ,"Q4,500 ","3 Habitaciones con closetSalaComedorCocina1 Baño2 ParqueosAmenidadesGymSalón de eventosPiscinaCanchasPrecio de renta Q4,500 ... "
 Alquiler de apartamento Ramblas de Cayalá zona 16 Guatemala,Zona 16 ,"$2,500 ","Renta de apartamento en zona 16 de 2 habitacionesEl edificio se encuentra en Ciudad Cayalá dentro de garita con accesos cercanos a comercios, ... "
 Apartamento en Renta zona 10,Zona 10 ,"Q5,800 ",Código-2625•	Edificio Parque 10•	Nivel medio•	Balcón•	2 dormitorios•	2 baños•	Cocina-sala-comedor•	1 parqueo•	Línea ... 
 SE RENTA APARTAMENTO EN PARQUE SAN ANGEL ZONA 2,Zona 2 ,"Q4,500 ",SalaComedorCocina con gabinetes y estufaLavandería con torre de lavado3 Habitaciones2 BañosBalcón con vista al bosque1 Parqueo para carro ... Ver más
" lindo, amplio, ventilado e iluminado apartamento",Zona 14 ,"Q5,300 ","Apartamento para 1 ó 2 personasA 1 CUADRA DE AVENIDA LAS AMERICASaccesible a obelisco, 20 calle, zonas 10 y 9.cercano a supermercados, entidades ... Ver más"
,,,
 Apartamento en alquiler zona 14 de 3 dormitorios,Zona 14 ,"$1,500 (Rebajado 6%)",Apartamento en alquiler zona 14 de 3 dormitoriosEdifico ubicado cerca de la avenida Las AmericasSeguro y exclusivoAmplio 200mt2Sala y ... 
 APARTAMENTO EN RENTA - ZONA 15 - VHI cod.DA9305, Zona 15 ,$725.00 ,AREA: 99.63 MTS22 DORMITORIOS CON CLOSETS2 BAÑOS COMPLETOS1 DORMITORIO DE SERVICIO O BODEGASALA –COMEDOR-COCINA CON ... 
 SE RENTA APARTAMENTO EN EDIFICIO BE 14 EN LA VILLA ZONA 14,Zona 14 ,$900.00 ,92 m² De construcción3 Habitaciones2 Baños Completos2 Parqueos SEPARADOSSalaComedorCocina con Gabinetes e IslaÁrea de ... 
 RENTO APARTAMENTO EN EDIFICIO ANNIA ZONA 15 VISTA HERMOSA 2,Zona 15 ,"$1,000.00 ",98 m² De construcción2 Habitaciones2 Baños Completos2 ParqueosBaño de VisitasSalaComedorCocina Con GabinetesÁrea de ... 
 ALQUILER DE APARTAMENTO EN ZONA 15 VH2,Zona 15 ,"$1,000.00 ","APARTAMENTO EN RENTA EN VH2 ZONA 15BONITO CON 2 HABITACIONESPRECIO RENTA: $1,000 (Incluye Mant.)INFO: MARITZA/122 Mts. De apartamento2 ... "
 Apartamento en alquiler para estrenar zona 14,Zona 14 ,"$1,350 ",CODIGO DE PROPIEDAD 1869-108 mts2-2 parqueos-2 baño-Sala/ comedor-2 habitaciones-Jardín con pérgola-Linea blanca completa-Precio: $ ... 
 APARTAMENTO EN RENTA ZONA 10 codigo.DA31023,Zona 10 ,"$1,100 ","130 MTS2Vestíbulo, sala, comedor, cocina, lavandería, área de servicio, balcón, 2 dormitorios, 2.5 baños, 2 parqueos, bodega.La línea blanca ... "
" Bello Apartamento Zona 13, para estrenar con línea blanca.",Zona 13 ,"$1,050 ","Excelente Ubicación, lugar seguro, 24 calle en zona 13 final avenida de las AméricasPrimer Nivel:Sala, Comedor, Cocineta con estufa, gabinetes de ... "
" Alquilo Apartamento de dos habitaciones, en Edificio Annia, zona 15 Vista Hermosa II",Zona 15 ,"$1,000.00 ","Este apartamento de dos habitaciones, en Vista Hermosa II, cuenta con 98 mts² de construcción, y tiene:– 2 Habitaciones– 2 Baños ... "
,,,
 Apartamento en Renta Zona 14,Zona 14 ,"$1,200 ",Apartamento en Renta Zona 14Código-2623•	Nivel Alto•	Apto. de 180 m²•	**NO balcón**•	**NO mascota**•	Dormitorio principal con ... 
,,,
 Apartamento Amueblado en renta zona 16,Zona 16 ,$850.00 ,"Sala comedorCocinaBalcónLavanderíaDormitorio principal con baño, balcón y w/closetDormitorio secundario con w/closet y balcón80mts2 ... "
 Alquilo Lindo Apartamento en VHII,Zona 15 ,$950.00 ,"Excelente iluminación, ubicación, y finos acabados!!2 habitaciones, cada una con baño, la principal con walk in closet y aire ... "
 Alquilo Apartamento en Zona 15,Zona 15 ,"$1,400 ","APARTAMENTO DE 175 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 175 m2 de construcción* 2 Habitaciones* 2 ParqueosHabitación 1: Balcón, Baño, ... Ver más"
 Alquilo Apartamento en Zona 15,Zona 15 ,$640.00 ,"APARTAMENTO DE 100 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 100 m2 de construcción* 2 Habitaciones* 1 Baño* 1 ParqueoHabitación 1: ... "
 Alquilo Apartamento en Zona 14,Zona 14 ,$833.00 ,"APARTAMENTO DE 70 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 14* 70 m2 de construcción* 1 Habitación* 1 Baño* 1 ParqueoHabitación 1: Baño, ... "
,,,
 Alquilo Apartamento en Zona 15,Zona 15 ,$900.00 ,"APARTAMENTO DE 67 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 67 m2 de construcción* 2 Habitaciones* 2 Baños* 2 ParqueosHabitación 1: Baño, ... "
 Rento Apartamento en BARI Apartamentos,Santa Catarina Pinula ,"Q4,000 ","Descripción:Sala comedor con balcónCocina con gabinetes modernos y línea blanca (refrigerador y estufa)Tres dormitorios con clósets, muy ... "
 Apartamento en renta zona 14 de 3 habitaciones,Zona 14 ,"$1,300 ",Alquiler de apartamento en zona 14 de 3 habitacionesEdificio antiguo remodelado y seguroNivel bajo y bonitas vistasSala y comedorCocinaBaño de ... 
 Apartamento Amueblado en Renta Zona 11 Las Charcas,Guatemala City ,"$1,000.00 (Rebajado 17%)","Apartamento Amueblado en Alquiler Zona 11, Las Charcas• 3 habitaciones• 2 ½ baños• 2 parqueos• Sala – Comedor – Cocina• Balcón• ... "
 RENTO APARTAMENTO EN ALANDRA ZONA 10 CIUDAD VIEJA,Zona 10 ,"$1,200 ",Atrás de McDonald's. Ideal para doctores por esta ubicado a una cuadra de los Hospitales y clínicas en zona 10.130 m²2 Amplias habitaciones ... 
 RENTO LINDO APARTAMENTO EN CENTRIKO ZONA 10 CERCA A LA PRADERA,Zona 10 ,$750.00 ,"1 Dormitorio grande con espejos y mueble de ducha, walking closet, lavandería con lavadora y secadora y pila, baño de visitas, 2 parqueosNo ... "
 RENTO APARTAMENTO EN PARQUE 10,Zona 10 ,"$1,100 ","84.62 m² De construcción3 Habitaciones2 Baños2 ParqueosBalcónLínea blanca completaEl complejo tiene, piscina, gimnasio, salón social, ... Ver más"
" Alquilo Apartamento Moderno de 3 habitaciones, en Edificio Be14, zona 14 La Villa",Zona 14 ,$900.00 ,"completo apartamento, con 92 mts2 de construcción, en nivel alto, y tiene– 3 Habitaciones– 2 Baños Completos– 2 Parqueos SEPARADOS– ... "
 Rento apartamento zona 13,Zona 13 ,"Q2,000 ","Rento apartamento de una habitación, mas sala comedor y cocina, un parqueo para carro pequeño, agua caliente, sistema de camaras, concertar cita via ... "
,,,
 APARTAMENTO EN RENTA EN ZONA 14/MUNDO INMOBILIARIO,Zona 14 ,"$1,400 ","Amplio apartamento en renta, cerca de la entrada a la cañada.Este condominio de aptos. cuenta con extensas áreas verdes, piscina, juegos para los ... Ver más"
,,,
 SE RENTA APARTAMENTO EN EDIFICIO BOSQUES DE EUSKADI ZONA 16,Zona 16 ,"Q5,200 ",88 m² De construcción2 Habitaciones con closet2 Baños Completos2 Parqueos TANDEMSala y Comedor integradosBalcónCocina Con Gabinetes ... 
 RENTO APARTAMENTO EN ZONA 10 EDIFICIO VISTA VERDE A LA PAR DE ATRIUM,Zona 14 ,"$1,000.00 ","185 m²2 Parqueos3 Dormitorios2 BañosSala familiarCuarto de servicio con baño área de lavanderíaBodegaBalcónPrecio de renta $1,000 ... "
" Apartamento en Renta, Zona 16.",Zona 16 ,"$1,200 ","Apartamento en alquiler, ubicado en La Montaña, zona 16.Área de apartamento: 180 mts²Ambientes:Dormitorio principal con walk-in closet y ... "
" Alquilo apartamento con jardín, en primer nivel, zona 16",Zona 16 ,$690.00  (Rebajado 19%),"Apartamento en alquiler con jardín, en primer nivel, en excelente ubicación de zona 16, de 2 dormitorios, 1 baño, sala-comedor, acceso directo a ... "
 Alquilo Apartamento en Carretera a El Salvador,Guatemala ,$616.00 ,"APARTAMENTO DE 70 M2 DE CONSTRUCCIÓN EN RENTA, CARRETERA A ELSALVADOR* 70 m2 de construcción* 1 Habitación* 1 Baño* 1 ... "
,,,
 Cansado de Madrugar? Alquilo apartamento Z.18,Zona 18 ,"Q2,000 ","Bonito apartamento concepto abierto, sala comedor 3 habitaciones, baño, area de lavanderia. Ubicado en col. San Rafael la laguna 1, cuenta con garita ... "
 RENTO APARTAMENTO AMUEBLADO Y EQUIPADO EN BELLINI ZONA 14,Zona 14 ,"$1,000.00 ",175 m² divididos en apartamento (99m2); terraza (47m2) y dos parqueos de 14.71m cuadrados cada uno2 ParqueosSalaComedorCocina con gabinetes2 ... 
 Casita en 3er nivel,Zona 12 ,"Q2,600 ","Apartamento completo en edificio, con todos sus servicios. tres habitaciones, principal con walking closet, secundarias con closet. Sala y comedor, ... "
" Alquilo apartamento, PARA ESTRENAR, de dos habitaciones, en Edificio Reserva 10, zona 10",Zona 10 ,"$1,350 ","Este apartamento para que estrenes, se encuentra en Nivel Alto, con 87mt2. de construcción y cuenta con:– 2 Habitaciones– 2 Baños ... "
 Apartamento de 201 M2 en zona 10,Zona 2 ,"$1,150 ","R E N T AApartamento restaurado, 201 M2 - Zona 10 cercano a Plaza FontabellaEl apartamento Posee:- 3 Parqueos-Ingreso ... "
 Alquilo cuarto,Zona 13 ,"Q1,700 ","Avenida las americas zona 13, amplio cuarto, Internet, closet, clable, baño compartido, para persona individual "
 RENTO APARTAMENTO EN EDIFICIO RESERVA DIEZ ZONA 10 CERCA A OAKLAND MALL,Zona 10 ,"$1,350 ",87 m² De construcción2 Habitaciones2 Baños Completos2 Parqueos tandemSalaComedorCocina Abierta Con Gabinetes2 BalconesÁrea de ... 
 Apartamento 1 habitación amueblado Parque 15,Zona 15 ,"Q6,000 ",Apartamento amueblado ubicado en el edificio parque 15Nivel 71 Habitación1.5 baños2 parqueos tandemCocina completamente equipada ... 
 Apartamento en Renta,Quetzaltenango ,"Q1,700 ","Se renta apartamento en zona 8 de Quetzaltenango, a 5 minutos de Centro Comercial Interplaza, Hospital General, Universidad Mariano Gálvez y ... "
,,,
 Renta de apartamento en zona 13,Zona 13 ,$900.00 ,Edificio N Américas- 80 mts2- Sala- Comedor- Cocina- 3 habitaciones- 2 baños completos- Balcón- Linea blanca INCLUIDA- 2 parqueosOpción ... 
,,,
" Z.7, Tulam Tzu, jardines de la floresta",Zona 7 ,"Q4,000 (Rebajado 5%)","Apartamento en alquiler en Tulam Tzu, Jardines de la Floresta2 habitaciones con closet1 bañoSala y comedor con salida a balconCocina con ... "
 Rento Apartamento zona 10Amueblado y equipado,Zona 10 ,"$1,600 ",Rento Apartamento zona 10Amueblado y equipadoSan Ignacio 2Tamaño 156 mtsRenta $1600.00 mantenimiento incluido2 ... 
 APARTAMENTO AMUEBLADO TORRENOVA ZONA 13,Zona 13 ,$800.00 ,Lindo Apartamento completamente amueblado para una mejor estancia. Lavadora y secadora. 1 Recamara ideal para Ejecutivos. 1 parqueo. El precio incluye ... 
 RENTO APARTAMENTO LA FLORESTA ZONA 4 DE MIXCO,Zona 4 ,"Q4,000 ",SalaComedorBalcón2 Dormitorios el principal con baño y closet1 Baño completoLavandería (Lavadora y Secadora)2 ParqueosNo mascotasPrecio ... 
 Alquilo Apartamento en Zona 10,Zona 10 ,"$1,400 ","APARTAMENTO DE 188 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 10* 188 m2 de construcción* 3 Habitaciones* 3 Baños* 3 ParqueosHabitación 1: ... "
,,,
 APARTAMENTO EN RENTA EN ZONA 16 / MUNDO INMOBILIARIO,Zona 16 ,$700.00 ,"Mundo Inmobiliario ofrece Apartamento en Renta en La Montaña.El apartamento cuenta con área de sala, comedor, cocina con gabinetes y línea ... "
 lindo y amplio apartamento zona 17 de 4 habitaciones,Zona 17 ,"Q2,800 ","- lindo y amplio apartamento de terraza- 4 habitaciones- sala y comedor- cocina- 3 baños completosmuy seguro, frente a garita de seguridad, ... "
 bonito apartamento independiente zona 17,Zona 17 ,"Q1,350 ","- bonito apartamento de terraza- 1 dormitorio amplio- sala y cocina pequeña- 1 baño completomuy seguro, frente a garita. tel.Colonia ... "
